instance_type,cost_per_hr,cpu_ct,ram_size_gb,storage_type,network_throughput
t4g.2xlarge,$0.2944,8,32 GiB,EBS Only,Up to 5 Gigabit
t3.nano,$0.0057,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t3.micro,$0.0114,2,1 GiB,EBS Only,Up to 5 Gigabit
t3.small,$0.0228,2,2 GiB,EBS Only,Up to 5 Gigabit
t3.medium,$0.0456,2,4 GiB,EBS Only,Up to 5 Gigabit
t3.large,$0.0912,2,8 GiB,EBS Only,Up to 5 Gigabit
t3.xlarge,$0.1824,4,16 GiB,EBS Only,Up to 5 Gigabit
t3.2xlarge,$0.3648,8,32 GiB,EBS Only,Up to 5 Gigabit
a1.medium,$0.0288,1,2 GiB,EBS Only,Up to 10 Gigabit
a1.large,$0.0576,2,4 GiB,EBS Only,Up to 10 Gigabit
a1.xlarge,$0.1152,4,8 GiB,EBS Only,Up to 10 Gigabit
a1.2xlarge,$0.2304,8,16 GiB,EBS Only,Up to 10 Gigabit
a1.4xlarge,$0.4608,16,32 GiB,EBS Only,Up to 10 Gigabit
a1.metal,$0.461,16,32 GiB,EBS Only,Up to 10 Gigabit
t4g.nano,$0.0046,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t4g.micro,$0.0092,2,1 GiB,EBS Only,Up to 5 Gigabit
t4g.small,$0.0184,2,2 GiB,EBS Only,Up to 5 Gigabit
t4g.medium,$0.0368,2,4 GiB,EBS Only,Up to 5 Gigabit
t4g.large,$0.0736,2,8 GiB,EBS Only,Up to 5 Gigabit
t4g.xlarge,$0.1472,4,16 GiB,EBS Only,Up to 5 Gigabit
t4g.2xlarge,$0.2944,8,32 GiB,EBS Only,Up to 5 Gigabit
t3.nano,$0.0057,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t3.micro,$0.0114,2,1 GiB,EBS Only,Up to 5 Gigabit
t3.small,$0.0228,2,2 GiB,EBS Only,Up to 5 Gigabit
t3.medium,$0.0456,2,4 GiB,EBS Only,Up to 5 Gigabit
t3.large,$0.0912,2,8 GiB,EBS Only,Up to 5 Gigabit
t3.xlarge,$0.1824,4,16 GiB,EBS Only,Up to 5 Gigabit
t3.2xlarge,$0.3648,8,32 GiB,EBS Only,Up to 5 Gigabit
a1.medium,$0.0288,1,2 GiB,EBS Only,Up to 10 Gigabit
a1.large,$0.0576,2,4 GiB,EBS Only,Up to 10 Gigabit
a1.xlarge,$0.1152,4,8 GiB,EBS Only,Up to 10 Gigabit
a1.2xlarge,$0.2304,8,16 GiB,EBS Only,Up to 10 Gigabit
a1.4xlarge,$0.4608,16,32 GiB,EBS Only,Up to 10 Gigabit
a1.metal,$0.461,16,32 GiB,EBS Only,Up to 10 Gigabit
t4g.nano,$0.0046,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t4g.micro,$0.0092,2,1 GiB,EBS Only,Up to 5 Gigabit
t4g.small,$0.0184,2,2 GiB,EBS Only,Up to 5 Gigabit
t4g.medium,$0.0368,2,4 GiB,EBS Only,Up to 5 Gigabit
t4g.large,$0.0736,2,8 GiB,EBS Only,Up to 5 Gigabit
t4g.xlarge,$0.1472,4,16 GiB,EBS Only,Up to 5 Gigabit
t4g.2xlarge,$0.2944,8,32 GiB,EBS Only,Up to 5 Gigabit
t3.nano,$0.0057,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t3.micro,$0.0114,2,1 GiB,EBS Only,Up to 5 Gigabit
t3.small,$0.0228,2,2 GiB,EBS Only,Up to 5 Gigabit
t3.medium,$0.0456,2,4 GiB,EBS Only,Up to 5 Gigabit
t3.large,$0.0912,2,8 GiB,EBS Only,Up to 5 Gigabit
t3.xlarge,$0.1824,4,16 GiB,EBS Only,Up to 5 Gigabit
t3.2xlarge,$0.3648,8,32 GiB,EBS Only,Up to 5 Gigabit
a1.medium,$0.0288,1,2 GiB,EBS Only,Up to 10 Gigabit
a1.large,$0.0576,2,4 GiB,EBS Only,Up to 10 Gigabit
a1.xlarge,$0.1152,4,8 GiB,EBS Only,Up to 10 Gigabit
a1.2xlarge,$0.2304,8,16 GiB,EBS Only,Up to 10 Gigabit
a1.4xlarge,$0.4608,16,32 GiB,EBS Only,Up to 10 Gigabit
a1.metal,$0.461,16,32 GiB,EBS Only,Up to 10 Gigabit
t4g.nano,$0.0046,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t4g.micro,$0.0092,2,1 GiB,EBS Only,Up to 5 Gigabit
t4g.small,$0.0184,2,2 GiB,EBS Only,Up to 5 Gigabit
t4g.medium,$0.0368,2,4 GiB,EBS Only,Up to 5 Gigabit
t4g.large,$0.0736,2,8 GiB,EBS Only,Up to 5 Gigabit
t4g.xlarge,$0.1472,4,16 GiB,EBS Only,Up to 5 Gigabit
t4g.2xlarge,$0.2944,8,32 GiB,EBS Only,Up to 5 Gigabit
t3.nano,$0.0057,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t3.micro,$0.0114,2,1 GiB,EBS Only,Up to 5 Gigabit
t3.small,$0.0228,2,2 GiB,EBS Only,Up to 5 Gigabit
t3.medium,$0.0456,2,4 GiB,EBS Only,Up to 5 Gigabit
t3.large,$0.0912,2,8 GiB,EBS Only,Up to 5 Gigabit
t3.xlarge,$0.1824,4,16 GiB,EBS Only,Up to 5 Gigabit
t3.2xlarge,$0.3648,8,32 GiB,EBS Only,Up to 5 Gigabit
a1.medium,$0.0288,1,2 GiB,EBS Only,Up to 10 Gigabit
a1.large,$0.0576,2,4 GiB,EBS Only,Up to 10 Gigabit
a1.xlarge,$0.1152,4,8 GiB,EBS Only,Up to 10 Gigabit
a1.2xlarge,$0.2304,8,16 GiB,EBS Only,Up to 10 Gigabit
a1.4xlarge,$0.4608,16,32 GiB,EBS Only,Up to 10 Gigabit
a1.metal,$0.461,16,32 GiB,EBS Only,Up to 10 Gigabit
t4g.nano,$0.0046,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t4g.micro,$0.0092,2,1 GiB,EBS Only,Up to 5 Gigabit
t4g.small,$0.0184,2,2 GiB,EBS Only,Up to 5 Gigabit
t4g.medium,$0.0368,2,4 GiB,EBS Only,Up to 5 Gigabit
t4g.large,$0.0736,2,8 GiB,EBS Only,Up to 5 Gigabit
t4g.xlarge,$0.1472,4,16 GiB,EBS Only,Up to 5 Gigabit
t4g.2xlarge,$0.2944,8,32 GiB,EBS Only,Up to 5 Gigabit
t3.nano,$0.0057,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t3.micro,$0.0114,2,1 GiB,EBS Only,Up to 5 Gigabit
t3.small,$0.0228,2,2 GiB,EBS Only,Up to 5 Gigabit
t3.medium,$0.0456,2,4 GiB,EBS Only,Up to 5 Gigabit
t3.large,$0.0912,2,8 GiB,EBS Only,Up to 5 Gigabit
t3.xlarge,$0.1824,4,16 GiB,EBS Only,Up to 5 Gigabit
t3.2xlarge,$0.3648,8,32 GiB,EBS Only,Up to 5 Gigabit
a1.medium,$0.0288,1,2 GiB,EBS Only,Up to 10 Gigabit
a1.large,$0.0576,2,4 GiB,EBS Only,Up to 10 Gigabit
a1.xlarge,$0.1152,4,8 GiB,EBS Only,Up to 10 Gigabit
a1.2xlarge,$0.2304,8,16 GiB,EBS Only,Up to 10 Gigabit
a1.4xlarge,$0.4608,16,32 GiB,EBS Only,Up to 10 Gigabit
a1.metal,$0.461,16,32 GiB,EBS Only,Up to 10 Gigabit
t4g.nano,$0.0046,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t4g.micro,$0.0092,2,1 GiB,EBS Only,Up to 5 Gigabit
t4g.small,$0.0184,2,2 GiB,EBS Only,Up to 5 Gigabit
t4g.medium,$0.0368,2,4 GiB,EBS Only,Up to 5 Gigabit
t4g.large,$0.0736,2,8 GiB,EBS Only,Up to 5 Gigabit
t4g.xlarge,$0.1472,4,16 GiB,EBS Only,Up to 5 Gigabit
t4g.2xlarge,$0.2944,8,32 GiB,EBS Only,Up to 5 Gigabit
t3.nano,$0.0057,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t3.micro,$0.0114,2,1 GiB,EBS Only,Up to 5 Gigabit
t3.small,$0.0228,2,2 GiB,EBS Only,Up to 5 Gigabit
t3.medium,$0.0456,2,4 GiB,EBS Only,Up to 5 Gigabit
t3.large,$0.0912,2,8 GiB,EBS Only,Up to 5 Gigabit
t3.xlarge,$0.1824,4,16 GiB,EBS Only,Up to 5 Gigabit
t3.2xlarge,$0.3648,8,32 GiB,EBS Only,Up to 5 Gigabit
a1.medium,$0.0288,1,2 GiB,EBS Only,Up to 10 Gigabit
a1.large,$0.0576,2,4 GiB,EBS Only,Up to 10 Gigabit
a1.xlarge,$0.1152,4,8 GiB,EBS Only,Up to 10 Gigabit
a1.2xlarge,$0.2304,8,16 GiB,EBS Only,Up to 10 Gigabit
a1.4xlarge,$0.4608,16,32 GiB,EBS Only,Up to 10 Gigabit
a1.metal,$0.461,16,32 GiB,EBS Only,Up to 10 Gigabit
t4g.nano,$0.0046,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t4g.micro,$0.0092,2,1 GiB,EBS Only,Up to 5 Gigabit
t4g.small,$0.0184,2,2 GiB,EBS Only,Up to 5 Gigabit
t4g.medium,$0.0368,2,4 GiB,EBS Only,Up to 5 Gigabit
t4g.large,$0.0736,2,8 GiB,EBS Only,Up to 5 Gigabit
t4g.xlarge,$0.1472,4,16 GiB,EBS Only,Up to 5 Gigabit
t4g.2xlarge,$0.2944,8,32 GiB,EBS Only,Up to 5 Gigabit
t3.nano,$0.0057,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t3.micro,$0.0114,2,1 GiB,EBS Only,Up to 5 Gigabit
t3.small,$0.0228,2,2 GiB,EBS Only,Up to 5 Gigabit
t3.medium,$0.0456,2,4 GiB,EBS Only,Up to 5 Gigabit
t3.large,$0.0912,2,8 GiB,EBS Only,Up to 5 Gigabit
t3.xlarge,$0.1824,4,16 GiB,EBS Only,Up to 5 Gigabit
t3.2xlarge,$0.3648,8,32 GiB,EBS Only,Up to 5 Gigabit
a1.medium,$0.0288,1,2 GiB,EBS Only,Up to 10 Gigabit
a1.large,$0.0576,2,4 GiB,EBS Only,Up to 10 Gigabit
a1.xlarge,$0.1152,4,8 GiB,EBS Only,Up to 10 Gigabit
a1.2xlarge,$0.2304,8,16 GiB,EBS Only,Up to 10 Gigabit
a1.4xlarge,$0.4608,16,32 GiB,EBS Only,Up to 10 Gigabit
a1.metal,$0.461,16,32 GiB,EBS Only,Up to 10 Gigabit
t4g.nano,$0.0046,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t4g.micro,$0.0092,2,1 GiB,EBS Only,Up to 5 Gigabit
t4g.small,$0.0184,2,2 GiB,EBS Only,Up to 5 Gigabit
t4g.medium,$0.0368,2,4 GiB,EBS Only,Up to 5 Gigabit
t4g.large,$0.0736,2,8 GiB,EBS Only,Up to 5 Gigabit
t4g.xlarge,$0.1472,4,16 GiB,EBS Only,Up to 5 Gigabit
t4g.2xlarge,$0.2944,8,32 GiB,EBS Only,Up to 5 Gigabit
t3.nano,$0.0057,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t3.micro,$0.0114,2,1 GiB,EBS Only,Up to 5 Gigabit
t3.small,$0.0228,2,2 GiB,EBS Only,Up to 5 Gigabit
t3.medium,$0.0456,2,4 GiB,EBS Only,Up to 5 Gigabit
t3.large,$0.0912,2,8 GiB,EBS Only,Up to 5 Gigabit
t3.xlarge,$0.1824,4,16 GiB,EBS Only,Up to 5 Gigabit
t3.2xlarge,$0.3648,8,32 GiB,EBS Only,Up to 5 Gigabit
a1.medium,$0.0288,1,2 GiB,EBS Only,Up to 10 Gigabit
a1.large,$0.0576,2,4 GiB,EBS Only,Up to 10 Gigabit
a1.xlarge,$0.1152,4,8 GiB,EBS Only,Up to 10 Gigabit
a1.2xlarge,$0.2304,8,16 GiB,EBS Only,Up to 10 Gigabit
a1.4xlarge,$0.4608,16,32 GiB,EBS Only,Up to 10 Gigabit
a1.metal,$0.461,16,32 GiB,EBS Only,Up to 10 Gigabit
t4g.nano,$0.0046,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t4g.micro,$0.0092,2,1 GiB,EBS Only,Up to 5 Gigabit
t4g.small,$0.0184,2,2 GiB,EBS Only,Up to 5 Gigabit
t4g.medium,$0.0368,2,4 GiB,EBS Only,Up to 5 Gigabit
t4g.large,$0.0736,2,8 GiB,EBS Only,Up to 5 Gigabit
t4g.xlarge,$0.1472,4,16 GiB,EBS Only,Up to 5 Gigabit
t4g.2xlarge,$0.2944,8,32 GiB,EBS Only,Up to 5 Gigabit
t3.nano,$0.0057,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t3.micro,$0.0114,2,1 GiB,EBS Only,Up to 5 Gigabit
t3.small,$0.0228,2,2 GiB,EBS Only,Up to 5 Gigabit
t3.medium,$0.0456,2,4 GiB,EBS Only,Up to 5 Gigabit
t3.large,$0.0912,2,8 GiB,EBS Only,Up to 5 Gigabit
t3.xlarge,$0.1824,4,16 GiB,EBS Only,Up to 5 Gigabit
t3.2xlarge,$0.3648,8,32 GiB,EBS Only,Up to 5 Gigabit
a1.medium,$0.0288,1,2 GiB,EBS Only,Up to 10 Gigabit
a1.large,$0.0576,2,4 GiB,EBS Only,Up to 10 Gigabit
a1.xlarge,$0.1152,4,8 GiB,EBS Only,Up to 10 Gigabit
a1.2xlarge,$0.2304,8,16 GiB,EBS Only,Up to 10 Gigabit
a1.4xlarge,$0.4608,16,32 GiB,EBS Only,Up to 10 Gigabit
a1.metal,$0.461,16,32 GiB,EBS Only,Up to 10 Gigabit
t4g.nano,$0.0046,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t4g.micro,$0.0092,2,1 GiB,EBS Only,Up to 5 Gigabit
t4g.small,$0.0184,2,2 GiB,EBS Only,Up to 5 Gigabit
t4g.medium,$0.0368,2,4 GiB,EBS Only,Up to 5 Gigabit
t4g.large,$0.0736,2,8 GiB,EBS Only,Up to 5 Gigabit
t4g.xlarge,$0.1472,4,16 GiB,EBS Only,Up to 5 Gigabit
t4g.2xlarge,$0.2944,8,32 GiB,EBS Only,Up to 5 Gigabit
t3.nano,$0.0057,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t3.micro,$0.0114,2,1 GiB,EBS Only,Up to 5 Gigabit
t3.small,$0.0228,2,2 GiB,EBS Only,Up to 5 Gigabit
t3.medium,$0.0456,2,4 GiB,EBS Only,Up to 5 Gigabit
t3.large,$0.0912,2,8 GiB,EBS Only,Up to 5 Gigabit
t3.xlarge,$0.1824,4,16 GiB,EBS Only,Up to 5 Gigabit
t3.2xlarge,$0.3648,8,32 GiB,EBS Only,Up to 5 Gigabit
a1.medium,$0.0288,1,2 GiB,EBS Only,Up to 10 Gigabit
a1.large,$0.0576,2,4 GiB,EBS Only,Up to 10 Gigabit
a1.xlarge,$0.1152,4,8 GiB,EBS Only,Up to 10 Gigabit
a1.2xlarge,$0.2304,8,16 GiB,EBS Only,Up to 10 Gigabit
a1.4xlarge,$0.4608,16,32 GiB,EBS Only,Up to 10 Gigabit
a1.metal,$0.461,16,32 GiB,EBS Only,Up to 10 Gigabit
t4g.nano,$0.0046,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t4g.micro,$0.0092,2,1 GiB,EBS Only,Up to 5 Gigabit
t4g.small,$0.0184,2,2 GiB,EBS Only,Up to 5 Gigabit
t4g.medium,$0.0368,2,4 GiB,EBS Only,Up to 5 Gigabit
t4g.large,$0.0736,2,8 GiB,EBS Only,Up to 5 Gigabit
t4g.xlarge,$0.1472,4,16 GiB,EBS Only,Up to 5 Gigabit
t4g.2xlarge,$0.2944,8,32 GiB,EBS Only,Up to 5 Gigabit
t3.nano,$0.0057,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t3.micro,$0.0114,2,1 GiB,EBS Only,Up to 5 Gigabit
t3.small,$0.0228,2,2 GiB,EBS Only,Up to 5 Gigabit
t3.medium,$0.0456,2,4 GiB,EBS Only,Up to 5 Gigabit
t3.large,$0.0912,2,8 GiB,EBS Only,Up to 5 Gigabit
t3.xlarge,$0.1824,4,16 GiB,EBS Only,Up to 5 Gigabit
t3.2xlarge,$0.3648,8,32 GiB,EBS Only,Up to 5 Gigabit
a1.medium,$0.0288,1,2 GiB,EBS Only,Up to 10 Gigabit
a1.large,$0.0576,2,4 GiB,EBS Only,Up to 10 Gigabit
a1.xlarge,$0.1152,4,8 GiB,EBS Only,Up to 10 Gigabit
a1.2xlarge,$0.2304,8,16 GiB,EBS Only,Up to 10 Gigabit
a1.4xlarge,$0.4608,16,32 GiB,EBS Only,Up to 10 Gigabit
a1.metal,$0.461,16,32 GiB,EBS Only,Up to 10 Gigabit
t4g.nano,$0.0046,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t4g.micro,$0.0092,2,1 GiB,EBS Only,Up to 5 Gigabit
t4g.small,$0.0184,2,2 GiB,EBS Only,Up to 5 Gigabit
t4g.medium,$0.0368,2,4 GiB,EBS Only,Up to 5 Gigabit
t4g.large,$0.0736,2,8 GiB,EBS Only,Up to 5 Gigabit
t4g.xlarge,$0.1472,4,16 GiB,EBS Only,Up to 5 Gigabit
t4g.2xlarge,$0.2944,8,32 GiB,EBS Only,Up to 5 Gigabit
t3.nano,$0.0057,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t3.micro,$0.0114,2,1 GiB,EBS Only,Up to 5 Gigabit
t3.small,$0.0228,2,2 GiB,EBS Only,Up to 5 Gigabit
t3.medium,$0.0456,2,4 GiB,EBS Only,Up to 5 Gigabit
t3.large,$0.0912,2,8 GiB,EBS Only,Up to 5 Gigabit
t3.xlarge,$0.1824,4,16 GiB,EBS Only,Up to 5 Gigabit
t3.2xlarge,$0.3648,8,32 GiB,EBS Only,Up to 5 Gigabit
a1.medium,$0.0288,1,2 GiB,EBS Only,Up to 10 Gigabit
a1.large,$0.0576,2,4 GiB,EBS Only,Up to 10 Gigabit
a1.xlarge,$0.1152,4,8 GiB,EBS Only,Up to 10 Gigabit
a1.2xlarge,$0.2304,8,16 GiB,EBS Only,Up to 10 Gigabit
a1.4xlarge,$0.4608,16,32 GiB,EBS Only,Up to 10 Gigabit
a1.metal,$0.461,16,32 GiB,EBS Only,Up to 10 Gigabit
t4g.nano,$0.0046,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t4g.micro,$0.0092,2,1 GiB,EBS Only,Up to 5 Gigabit
t4g.small,$0.0184,2,2 GiB,EBS Only,Up to 5 Gigabit
t4g.medium,$0.0368,2,4 GiB,EBS Only,Up to 5 Gigabit
t4g.large,$0.0736,2,8 GiB,EBS Only,Up to 5 Gigabit
t4g.xlarge,$0.1472,4,16 GiB,EBS Only,Up to 5 Gigabit
t4g.2xlarge,$0.2944,8,32 GiB,EBS Only,Up to 5 Gigabit
t3.nano,$0.0057,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t3.micro,$0.0114,2,1 GiB,EBS Only,Up to 5 Gigabit
t3.small,$0.0228,2,2 GiB,EBS Only,Up to 5 Gigabit
t3.medium,$0.0456,2,4 GiB,EBS Only,Up to 5 Gigabit
t3.large,$0.0912,2,8 GiB,EBS Only,Up to 5 Gigabit
t3.xlarge,$0.1824,4,16 GiB,EBS Only,Up to 5 Gigabit
t3.2xlarge,$0.3648,8,32 GiB,EBS Only,Up to 5 Gigabit
a1.medium,$0.0288,1,2 GiB,EBS Only,Up to 10 Gigabit
a1.large,$0.0576,2,4 GiB,EBS Only,Up to 10 Gigabit
a1.xlarge,$0.1152,4,8 GiB,EBS Only,Up to 10 Gigabit
a1.2xlarge,$0.2304,8,16 GiB,EBS Only,Up to 10 Gigabit
a1.4xlarge,$0.4608,16,32 GiB,EBS Only,Up to 10 Gigabit
a1.metal,$0.461,16,32 GiB,EBS Only,Up to 10 Gigabit
t4g.nano,$0.0046,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t4g.micro,$0.0092,2,1 GiB,EBS Only,Up to 5 Gigabit
t4g.small,$0.0184,2,2 GiB,EBS Only,Up to 5 Gigabit
t4g.medium,$0.0368,2,4 GiB,EBS Only,Up to 5 Gigabit
t4g.large,$0.0736,2,8 GiB,EBS Only,Up to 5 Gigabit
t4g.xlarge,$0.1472,4,16 GiB,EBS Only,Up to 5 Gigabit
t4g.2xlarge,$0.2944,8,32 GiB,EBS Only,Up to 5 Gigabit
t3.nano,$0.0057,2,0.5 GiB,EBS Only,Up to 5 Gigabit
t3.micro,$0.0114,2,1 GiB,EBS Only,Up to 5 Gigabit
